ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Audio
20-136,20,My wantchee you give me some bargain money.,My\twantchee\tyou\tgive\tme\tsome\tbargain\tmoney.,1SG\twant\t2SG\tgive\t1SG\tsome\tbargain\tmoney,I want you to give me some bargain money.,,,
20-137,20,He tinkee so my go singsong girlee night-time.,He\ttinkee\tso\tmy\tgo\tsingsong\tgirlee\tnight-time.,3SG\tthink\tCOMP\t1SG\tgo\tsingsong\tgirl\tnight-time,She thinks that I go to visit singsong girls at night.,,,
21-137,21,I think (that) my son at home.,I\tthink\t(that)\tmy\tson\tat\thome.,1SG\tthink\t(COMP)\t1SG.POSS\tson\tat\thome,I think that my son is at home.,,,
21-138,21,I want my son (to) come home.,I\twant\tmy\tson\t(to)\tcome\thome.,1SG\twant\t1SG.POSS\tson\t(to)\tcome\thome,I want my son to come home.,,,
22-170,22,Mama blongen i laik bai em go bek.,Mama\tblong-en\ti\tlaik\tbai\tem\tgo\tbek.,mother\tPOSS-3SG\tPM\tlike\tFUT\t3SG\tgo\tback,Her mother wanted her to go back.,,,
22-171,22,Mipla ting olsem em bai givim mipla hat fanishment nau.,Mipla\tting\tolsem\tem\tbai\tgivim\tmipla\that\tfanishment\tnau.,1PL.EXCL\tthink\tCOMP\t3SG\tFUT\tgive.TR\t1PL.EXCL\thard\tpunishment\tnow,We thought that he would give us hard punishment now.,,,
23-156,23,mi	mi	ting	se	tufala	i	giaman	long	mi	nomo,mi\tmi\tting\tse\ttufala\ti\tgiaman\tlong\tmi\tnomo,1SG\t1SG\tthink\tCOMP\t3.DUAL\tAGR\tlie\tPREP\t1SG\tonly,I (emphatic) thought that they were just lying to me,,,
23-157,23,plante taem hem i wantem se man i mas folem tingting blong hem,plante\ttaem\them\ti\twantem\tse\tman\ti\tmas\tfolem\tting~ting\tblong\them,plenty\ttime\t3SG\tAGR\twant\tCOMP\tman\tAGR\tmust\tfollow\tthink~think\tPOSS\t3SG,There are lots of times when she wants everyone to do what she thinks.,,,
24-175,24,Ai thort ai musa dan.,Ai\tthort\tai\tmusa\tdan.,1SG.SBJ\tthink\t1SG.SBJ\talmost\tdone,I thought I was nearly finished.,,,
24-176,24,Nor gut any government nor wunt fe hawe one complete database.,Nor\tgut\tany\tgovernment\tnor\twunt\tfe\thawe\tone\tcomplete\tdatabase.,NEG\texist\tany\tgovernment\tNEG\twant\tCOMP\thave\tDET.INDF.SG\tcomplete\tdatabase,There isn't any government that doesn't want to have a complete database.,,,
25-322,25,"Hi don wantim olabat habem, pirdi deinjes.","Hi\tdon\twant-im\tolabat\thab-em,\tpirdi\tdeinjes.",3SG\tNEG\twant-TR\t3PL\thave-TR\tpretty\tdangerous,"He doesn't want them (the children) to have them, [they are] pretty dangerous. (Talking about sling shots.)",,,
26-111,26,'cause us neva like you in the picture,'cause\tus\tneva\tlike\tyou\tin\tthe\tpicture,because\t1PL\tNEG.PST\tDESID\t2SG\tin\tART\tpicture,because we didn't want you (being) in the picture,,,
26-112,26,deɪ no laɪk ju waʃ jo hɛa,deɪ\tno\tlaɪk\tju\twaʃ\tjo\thɛa,3PL\tNEG\tDESID\t2SG\twash\t2SG.POSS\thair,They don't want you to wash your hair.,,,
27-124,27,As ju mangkḗ mi fo gi ju jet [...].,As\tju\tmangkḗ\tmi\tfo\tgi\tju\tjet\t[...].,if\t2SG\twant\t1SG\tfor\tgive\t2SG\tfood\t[...],If you want me to give you food [...].,,,
28-166,28,di mama suka M fi ʃima fan di wari ka,di\tmama\tsuku-a\tM\tfi\tʃima\tfan\tdi\twari\tka,the\tmother\twant-IPFV\tM\tfor\tmove\tfrom\tthe\thouse\tNEG,The mother doesn't want M. to move out of the house.,,,
28-167,28,tito suka ju kikjeni [...],titi\to\tsuku-a\tju\tkiki\teni\t[...],time\t3SG\twant-IPFV\t2SG\tsee\t3PL\t[...],When it wants you to see them [...],,,
28-168,28,tito bion di poto bjatɛ nau [...],titi\to\tbionto\tdi\tpoto\tbia-tɛ\tnau\t[...],time\t3SG\tbelieve\tthe\tpot\tcook-PRF\tnow\t[...],When he thought his pot had cooked (i.e. the food had cooked) [...],,,
28-169,28,soso glof datiti o dototɛ o ma bu musu,soso\to\tglofu\tdati\ttiti\to\tdoto-tɛ\to\tma\tbu\tmusu,thus\t3SG\tbelieve\tthat\ttime\t3SG\tdie-PRF\t3SG\tIRR\tdrink\tmuch,"This is what he believes, that when he is dead, he will drink a lot.",,,
28-170,28,o glof bi di tau kán bitjo,o\tglofu\tbi\tdi\ttau\tkán\tbiti\to,3SG\tbelieve\tsay\tthe\tsnake\tcannot\tbite\t3SG,He believed that the snake couldn't bite him.,,,
29-194,29,Sy glo dat haar seun by die huis is.,Sy\tglo\tdat\thaar\tseun\tby\tdie\thuis\tis.,3SG.F.NOM\tthinks\tthat\t3SG.F.POSS\tson\tby\tDEF.ART\thouse\tis,She thinks that her son is at home.,,,
29-195,29,Anna wil dat haar seun huis toe gaan.,Anna\twil\tdat\thaar\tseun\thuis\ttoe\tgaan.,Anna\twants\tthat\t3SG.F.POSS\tson\thouse\tto\tgo,Anne wants her son to go home.,,,
30-206,30,"N ka txomá-u, pamodi N pensa ma bu stába kansádu!","N=ka=txomá=u,\tpamodi\tN=pensa\tma=bu=stá-ba\tkansádu!",1SG=NEG=call=2SG\tbecause\t1SG=think\tCOMP=2SG=be-ANT\ttired,I didn't call you because I thought you were tired!,,,
30-207,30,"Ago, N kre pa nhos po-m na skóla!","Ago,\tN=kre\tpa=nhos=po=m\tna=skóla!",now\t1SG=want\tfor=2PL=put=1SG\tinto=school,Now I want you to put me in school!,,,
31-165,31,"E mi speransa, N t’atxa kuma e more dja sigo.","E\tmi\tsperansa,\tN\tt’atxa\tkuma\te\tmore\tdja\tsigo.",it.is\tmy\thope\tI\tHAB.find\tCOMP\the\tdie\tlike\tthis,"It is my hope, I think that he died just like that.",,,
31-166,31,N t'atxa ki keli e mutu bon.,N\tt'atxa\tki\tkeli\te\tmutu\tbon.,I\tHAB.find\tCOMP\tthis\tis\tvery\tgood,I find that this is very good.,,,
31-167,31,Pedro kre pa nu bai.,Pedro\tkre\tpa\tnu\tbai.,Pedro\twant\tfor\twe\tgo,Pedro wants us to go.,,,
32-164,32,El pensâ kma se fidj táva na káza.,El\tpensâ\tkma\tse\tfidj\ttáva\tna\tkáza.,3SG\tthink\tCOMP\tPOSS.3SG\tson\tCOP.PST\tLOC\thouse,She thought that her son was at home.,,,
32-165,32,El krê pa se fidj ben pa káza.,El\tkrê\tpa\tse\tfidj\tben\tpa\tkáza.,3SG\twant\tCOMP\tPOSS.SG\tson\tcome\tto\thome,She wants her son to come home.,,,
33-191,33,I pensa kuma si fidju sta na kasa.,I\tpensa\tkuma\tsi\tfidju\tsta\tna\tkasa.,3SG\tthink\tCOMP\tPOSS\tson\tCOP\tat\thome,She thinks that her son is at home.,,,
33-192,33,I misti pa si fidju bay kasa.,I\tmisti\tpa\tsi\tfidju\tbay\tkasa.,3SG\twant\tCOMP\tPOSS\tson\tgo\thome,She wants her son to go home.,,,
34-154,34,I kudá kumá si fiju sá na kasa.,I\tø\tkudá\tkumá\tsi\tfiju\tø\tsá\tna\tkasa.,3SG.SBJ\tPFV\tthink\tCOMP\tPOSS.3SG\tchild\tPFV\tCOP\tat\thouse,He/she thinks that his/her child is at home.,,,
34-155,34,I mesté pa si fiju ribá kasa. ~ I mesté nti si fiju ribá kasa.,I	ø	mesté	pa	si	fiju	ø	ribá	kasa.	~	I	ø	mesté	nti	si	fiju	ø	ribá	kasa.,3SG.SBJ	PFV	want	COMP	POSS.3SG	child	PFV	come.back	house	 	3SG.SBJ	PFV	want	COMP	POSS.3SG	child	PFV	come.back	house,He/she wants his/her child to come home.,,,
35-218,35,Manse kunda kuma mina môlê.,Manse\tkunda\tkuma\tmina\tmôlê.,foreigner\tthink\tCOMP\tgirl\tdie,The foreigner thought that the girl had died.,,,
35-219,35,N mêsê pa men jê mina awa se da anzu se.,N\tmêsê\tpa\tmen\tjê\tmina\tawa\tse\tda\tanzu\tse.,1SG\twant\tCOMP\tmother\tfetch\tlittle\twater\tDEM\tgive\tbaby\tDEM,I want the mother to fetch a little bit of water for the baby.,,,
36-132,36,[...] n vatxê ê bê r'ê.,[...]\tn\tvatxê\tê\tbê\tr'ê.,[...]\t1SG\tbelieve\t3SG\tgo\tof=3SG,[...] I thought he had left.,,,
36-136,36,N thêka pentha ma pisikarô na ba mionga wa.,N\tthêka\tpentha\tma\tpisikarô\tna\tba\tmionga\twa.,1SG\tPROG\tthink\tCOMP\tfisherman\tNEG\tgo\tsea\tNEG,I think that the fishermen didn't go to the sea.,,,
36-137,36,Peru mêthê pa Maa kopa fanha.,Peru\tmêthê\tpa\tMaa\tkopa\tfanha.,Peru\twant\tCOMP\tMaa\tbuy\tflour,Peru wants Maa to buy flour.,,,
37-171,37,kuda ya,kuda\tya,think\tCOMP,think that,,,
37-172,37,mêsê pa,mêsê\tpa,want\tCOMP,want that,,,
38-180,38,M’ ngo pa bo sefa.,Amu\tngo\tpa\tbo\tse-fa.,1SG\twant\tfor\t2SG\tknow-speak,I want you to know it.,,,
39-165,39,El kɛr ki nɔs kõt istɔr.,El\tkɛr\tki\tnɔs\tkõt\tistɔr.,3SG\twant.NPST\tCOMP\t1PL\ttell.NPST\tstory,He wants us to chat.,,,
39-166,39,Use kẽ pẽs ki a gaŋa?,Use\tkẽ\tpẽs\tki\ta\tgaŋ-a?,2SG\twho\tthink.NPST\tCOMP\tIRR.NPST\twin-INF,Who do you think will win?,,,
40-132,40,(1) Mari pesan ki su rhapa də kadz tɛ. (2) Mari pesan su rhapa də kadz tɛ puris.,(1)\tMari\tpesan\tki\tsu\trhapa\tdə\tkadz\ttɛ.\t(2)\tMari\tpesan\tsu\trhapa\tdə\tkadz\ttɛ\tpuris.,(1)\tMari\tthink.PROG\tCOMP\ther\tboy\tLOC\thouse\tCOP.PRS\t(2)\tMari\tthink.PROG\ther\tboy\tLOC\thouse\tCOP.PRS\tCOMP,Mari thinks that her boy is at home.,,,
41-87,41,asii falaakadii! eev jalembraa isti mee prumeer vees boos javii teem falaatu,asii\tfalaa-kadii!\teev\tjaa-lembraa\t[isti\tmee\tprumeer\tvees\tboos\tjaa-vii\tteem\tfalaatu],so\tsay-IMP\t1SG\tPST-think\t[this\tFOC\tfirst\ttime\t2SG\tPST-come\tPRS.PRF\tQUOT],No kidding! I thought this was the first time you had come [to Sri Lanka].,,,
41-88,41,eev talembraa aka tɛɛrantu aka nuntem,eev\tta-lembraa\t[aka\ttɛɛra-ntu\taka\tnun-teem],1SG\tPRS-think\t[that\tcountry-LOC\tthat\tNEG-be],I think they don't have it [okra] in that country [Portugal].,,,
41-163,41,eev  keriiya/kera boos  taam kitavii/pervii; boos  nukuvii,eev\tkeriiya/kera\t[boos\ttaam\tki-ta-vii/per-vii];\tboos\tnuku-vii,1SG\tPST.want/want\t[2SG\talso\tNMLZ-PRS-come/INF-come]\t2SG\tNEG-come,"I wanted you to come too, [but] you didn't come.",,,
41-164,41,eev  kera elipa  un sumaanantu  trees vees pavii,eev\tkera\t[eli-pa\tuŋ\tsumaana-ntu\ttrees\tvees\tpa-vii],1SG\twant\t[3SG-DAT\tone\tweek-LOC\tthree\ttime\tINF-come],I want him to come 3 times a week.,,,
42-174,42,eli lembrá bos já bai kaza,eli\tlembrá\tbos\tjá\tbai\tkaza,3SG\tthink\t2SG\tPFV\tgo\thome,He thinks you have gone home.,,,
42-175,42,eli kere bos bai kaza,eli\tkere\tbos\tbai\tkaza,3SG\twant\t2SG\tgo\thome,He wants you to go home.,,,
42-176,42,Maria lembrá eli sa filu teng na kaza,Maria\tlembrá\teli\tsa\tfilu\tteng\tna\tkaza,Maria\tthink\t3SG\tGEN\tson\tbe\tLOC\thouse,She thinks (that) her son is at home.,,,
42-177,42,Maria keré eli sa filu beng kaza,Maria\tkeré\teli\tsa\tfilu\tbeng\tkaza,Maria\twant\t3SG\tGEN\tson\tcome\thouse,Maria wants her son to come home.,,,
44-169,44,Ta pensá yo di trabahá mótro póko póko.,Ta\tpensá\tyo\tdi\ttrabahá\tmótro\tpóko\tpóko.,IPFV\tthink\t1SG\tCTPL\twork\t1PL\tlittle\tlittle,I was thinking that we would work slowly.,,,
44-170,44,Kyéri éle bolbé ya kel su íha ayá na kása.,Kyéri\téle\tbolbé\tya\tkel\tsu\tíha\tayá\tna\tkása.,want\t3SG\treturn\talready\tDEF\t3SG.POSS\tdaughter\tthere\tLOC\thouse,She wants her daughter to go home.,,,
45-137,45,Quiere el maestra que canta el mga criatura.,Quiere\tel\tmaestra\tque\tcanta\tel\tmga\tcriatura.,want\tDEF\tteacher\tthat\tsing\tDEF\tPL\tchild,The teacher wants the children to sing.,,,
46-182,46,Kyére 'le (kay) (kon) disúyu anák bolbé na kása.,Kyére\t'le\t(kay)\t(kon)\tdisúyu\tanák\tbolbé\tna\tkása.,want\ts/he\t(COMP)\t(OBJ)\ther/his\tchild\tturn\tLOC\thouse,S/he wants her/his son to come home.,,,
46-183,46,Ta-pensá 'le (kay) na kása disúyu anák.,Ta-pensá\t'le\t(kay)\tna\tkása\tdisúyu\tanák.,IPFV-think\ts/he\t(COMP)\tLOC\thouse\ther/his\tchild,S/he thinks that her/his son is at home.,,,
47-201,47,Hose ke pa Ramon a bai (kaba).,Hose\tke\tpa\tRamon\ta\tbai\t(kaba).,Jose\twant\tCOMP\tRamon\tPFV\tgo\t(already),Jose wishes that Ramon were gone.,,,
47-202,47,*Mi ke pa bo lo bai.,*Mi\tke\tpa\tbo\tlo\tbai.,1SG\twant\tCOMP\t2SG\tMOOD\tgo,NOT: lit. I want that you will go.,,,
47-203,47,[...] pero nos ta kere si ku mester tin un espasio den lei pa den un tipo di kaso asina [...].,[...]\tpero\tnos\tta\tkere\tsi\tku\tmester\ttin\tun\tespasio\tden\tlei\tpa\tden\tun\ttipo\tdi\tkaso\tasina\t[...].,[...]\tbut\t1PL\tTNS\tbelieve\tAFF\tCOMP\tmust\thave\tINDF\tspace\tin\tlaw\tCOMP\tin\tINDF\ttype\tof\tcase\tthus\t[...],[...] but we do believe/think that there must be room in the law so that in this type of case [...].,,,
47-204,47,Por lo pronto polis no ta pensa ku ta trata di un krímen,por-lo-pronto\tpolis\tno\tta\tpensa\tku\tta\ttrata\tdi\tun\tkrímen,for.now\tpolice\tNEG\tTNS\tthink\tCOMP\tTNS\tpertain\tof\tINDF\tcrime,"For now, the police does not think that crime is involved.",,,
48-174,48,"i Aora, ¿kumu utere tan kreé ke utere tan kitá-lo?","i\tAora,\t¿kumu\tutere\ttan\tkreé\tke\tutere\ttan\tkitá-lo?",and\tnow\thow\tyou.PL\tFUT\tbelieve\tthat\tyou.PL\tFUT\tleave-him/her,"And now, how are you going to believe that you will abandon it (the child) [in such a manner]?",,,
48-175,48,I kelé pa ele miní aká.,I\tkelé\tpa\tele\tminí\taká.,I\twant\tfor\the/she\tcome\there,I want him/her to come here.,,,
49-299,49,M pa vle ou fè sa.,M\tpa\tvle\tou\tfè\tsa.,1SG\tNEG\twant\t2SG\tdo\tthat,I don't want you to do that.,,,
49-300,49,M ta vle ou fè sa pou mwen anvan midi.,M\tta\tvle\tou\tfè\tsa\tpou\tmwen\tanvan\tmidi.,1SG\tCOND\twant\t2SG\tdo\tthat\tfor\t1SG\tbefore\tnoon,I would like you to do this for me before noon.,,,
49-301,49,"Ou mèt dwe sonje Mari sove lavi w, ou pa kapab lage madanm ou ak twa pitit [...]","Ou\tmèt\tdwe\tsonje\tMari\tsove\tlavi\tw,\tou\tpa\tkapab\tlage\tmadanm\tou\tak\ttwa\tpitit\t[...]",2SG\tcan\tmust\tthink\tMarie\tsave\tlife\t2SG\t2SG\tNEG\tcan\tabandon\twife\t2SG.POSS\twith\tthree\tchild\t[...],"Even if you have to remember that Marie saved your life, you cannot leave your wife and your three children [...]",,,
49-302,49,Li pa vle mari l pale ak moun tank li jalou.,Li\tpa\tvle\tmari\tl\tpale\tak\tmoun\ttank\tli\tjalou.,3SG\tNEG\twant\thusband\t3SG.POSS\tspeak\twith\tperson\tso\t3SG\tjealous,She is so jealous that she doesn't want her husband to speak to anybody.,,,
49-303,49,Li panse tifi a pa t wè l ditou.,Li\tpanse\ttifi\ta\tpa\tt\twè\tl\tditou.,3SG\tthink\tgirl\tDEF\tNEG\tANT\tsee\t3SG\tat.all,He thought the girl didn't see him at all.,,,
50-187,50,An ka kwè i pwòpté chanm a'y.,An\tka\tkwè\tø\ti\tpwòpté\tchanm\ta'y.,1SG\tPROG\tbelieve\tCOMP\t3SG\tclean\troom\tPREP.3SG,I think he has cleaned his room.,,,
50-188,50,An vlé i pwòpté chanm a'y.,An\tvlé\tø\ti\tpwòpté\tchanm\ta'y.,1SG\twant\tCOMP\t3SG\tclean\troom\tPREP.3SG,I want him to clean his room.,,,
51-159,51,Man kwè i pwopté chanm-li.,Man\tkwè\ti\tpwopté\tchanm-li.,1SG\tbelieve\t3SG\tclean\troom-3SG,I think he has cleaned his room.,,,
51-160,51,Man lé i pwopté chanm-li.,Man\tlé\ti\tpwopté\tchanm-li.,1SG\twant\t3SG\tclean\troom-3SG,I want him to clean his room.,,,
52-101,52,Marie krè so frè pati,Marie\tkrè\tso\tfrè\tpati,Mary\tbelieve\ther\tbrother\tleave,Mary believes (that) her brother has left.,,,
52-102,52,i lé so fis vini lakaz,i\tlé\tso\tfis\tvini\tlakaz,she\twants\ther\tson\tcome\thome,She wants her son to come home.,,,
53-365,53,Mo te p ole li kone mo te fe housework aprè lekòl.,Mo\tte\tp\tole\tli\tkone\tmo\tte\tfe\t<housework>\taprè\tlekòl.,1SG\tPST\tNEG\twant\t3SG\tknow\t1SG\tPST\tdo\thousework\tafter\tschool,I didn't want him to know that I did housework after school.,,,
53-366,53,To te vepa li kone.,To\tte\tvepa\tli\tkone.,2SG\tPST\tnot.want\t3SG\tknow,You didn't want him to know.,,,
53-368,53,Mo te p ole ke ye te kone mo te parle.,Mo\tte\tp\tole\tke\tye\tte\tkone\tmo\tte\tparle.,1SG\tPST\tNEG\twant\tCOMP\t3PL\tPST\tknow\t1SG\tPST\tspeak,I didn't want them to know that I spoke (Creole).,,,
54-210,54,Mi krwa k li lé fu.,Mi\tkrwa\tk\tli\tle\tfou.,1SG.FIN\tthink\tCOMP\t3SG\tCOP.PRS\tmad,I think that he is mad.,,,
54-211,54,Mi vé ke ou sa rod amoin in pé de lo la poin grenouy.,Mi\tve\tkë\tou\tsa\trod\tamwen\tenpe\tdë\tlo\tØ\tla\tpwen\tgrënouy.,1SG.FIN\twant\tCOMP\t2SG\tgo\tsearch\tOBL.1SG\tsome\tPARTITIVE\twater\tØ\thas\tNEG\tfrog,I want you to go and get me some water without frogs.,,,
54-212,54,[...] li kroi son garson fini ariv laba.,[...]\tli\tkrwa\tson\tgarson\tfini\tariv\tlaba.,[...]\t3SG\tthink\tPOSS.3SG\tson\tPRF\tarrive\tover.there,[...] he thinks that his son has arrived over there.,,,
54-213,54,"[...] mi vé pa ou i dékouvr marmit kan moin la pa la, in!","[...]\tmi\tve\tpa\tou\ti\tdekouv\tmarmit\tkan\tmwen\tla\tpa\tla,\ten!",[...]\t1SG.FIN\twant\tNEG\t2SG\tFIN\tuncover\tpot\twhen\t1SG\tCOP\tNEG\tthere\tINTERJ,"[...] I do not want you to open the pot when I'm not there, eh!",,,
55-181,55,Floriz krwar (ki) so garsoṅ lakaz,Floriz\tkrwar\t(ki)\tso\tgarsoṅ\tØ\tlakaz,Florise\tthink/believe\t(that)\t3SG.POSS\tson\tCOP\thouse,Florise thinks (that) her son is at home.,,,
55-182,55,Floriz aṅvi so garsoṅ vin lakaz,Floriz\taṅvi\tso\tgarsoṅ\tvin\tlakaz,Florise\twant\t3SG.POSS\tson\tcome\thouse,Florise wants her son to come home.,,,
56-191,56,Mon kroir ou en pé fatige.,Mon\tkrwar\tou\ten\tpe\tfatige.,1SG\tthink\t2SG\ta\tlittle.bit\ttired,I think you are a little bit tired.,,,
56-192,56,Mari ti a oule son garson al kot lakour.,Mari\tti\ta\toule\tson\tgarson\tal\tkot\tlakour.,Mari\tPST\tFUT\twant\tPOSS.3SG\tson\tgo\tat\thouse,Mari would like her son to go home.,,,
56-193,56,[...] me li i kwar ki in annan tro bokou promes ki pa ’n pran an konsiderasyon realite ozordi [...].,[...]\tme\tli\ti\tkwar\tki\tin\tannan\ttro\tbokou\tpromes\tki\tpa\t’n\tpran\tan\tkonsiderasyon\trealite\tozordi\t[...].,[...]\tbut\t3SG.INDP\tPM\tbelieve\tCOMP\tPRF\thave\ttoo\tmany\tpromise\tREL\tNEG\tPRF\ttake\tinto\tconsideration\treality\ttoday\t[...],[...] but he believes that there have been too many promises which have not taken today's reality into consideration [...].,,,
56-194,56,Nou osi oule ki sak lenstitisyon ek endividi [...] i annan konfyans dan kapasite sa lafors [...].,Nou\tosi\toule\tki\tsak\tlenstitisyon\tek\tendividi\t[...]\ti\tannan\tkonfyans\tdan\tkapasite\tsa\tlafors\t[...].,1PL\talso\twant\tCOMP\tevery\tinstitution\tand\tindividual\t[...]\tPM\thave\tconfidence\tin\tcapacity\tDEM\tpower\t[...],We also want every institution and individual to have confidence in the capacity of this power.,,,
56-195,56,Pa bezwen kwar pourdir en zwazo i ponn toulezour.,Pa\tbezwen\tkwar\tpourdir\ten\tzwazo\ti\tponn\ttoulezour.,NEG\tneed\tbelieve\tCOMP\tINDF\tbird\tPM\tlay\tevery.day,(You) shouldn't believe that a bird lays (an egg) every day.,,,
57-98,57,ma ule ke ta vja,ma\tule\tke\tta\tvja,1SG\twant\tCOMP\t2SG\tcome,I want you to come.,,,
57-99,57,ma pa:se ke ta vja,ma\tpa:se\tke\tta\tvja,1SG\tthink\tCOMP\t2SG\tcome,I thought that you would come.,,,
58-121,58,Mono banza (nde) yandi kele mbote ve.,Mono\tbanza\t(nde)\tyandi\tkele\tmbote\tve.,me\tthink\t(that)\the\tbe\tgood\tnot,I think that he is not good/not (feeling) well.,,,
58-122,58,Mono zola yandi kwisa mbasi.,Mono\tzola\tyandi\tkwisa\tmbasi.,me\twant\the\tcome.SBJV\ttomorrow,I want him to come tomorrow.,,,
59-307,59,mbi yi titene ala ngba na ndo so,mbi\tyi\ttitene\tala\tngba\tna\tndo\tso,1SG\twant\tthat\t3PL\tremain\tPREP\tplace\tDEM,I want them to remain here.,,,
59-308,59,mbi yi ala ngba na ndo so pepe,mbi\tyi\tala\tngba\tna\tndo\tso\tpepe,1SG\twant\t3PL\tremain\tPREP\tplace\tDEM\tNEG,I don't want them to remain here.,,,
59-309,59,mbi hunda na ala kwe titene ala sara mbeti ti ala,mbi\thunda\tna\tala\tkwe\ttitene\tala\tsara\tmbeti\tti\tala,1SG\task\tPREP\t2PL\tall\tthat\t2PL\tdo\tpaper\tof\t2PL,I ask you all to write (your letters).,,,
59-310,59,mbi baa mbi tene ala ke ga kekereke,mbi\tbaa\tmbi\ttene\tala\tke\tga\tkekereke,1SG\tsee\t1SG\tsay\t3PL\tCOP\tcome\ttomorrow,I think that they'll come tomorrow.,,,
59-311,59,mo yi atene ni sara na lo yi so biri ni sara na kozo ti lo?,mo\tyi\tatene\tni\tsara\tna\tlo\tyi\tso\tbiri\tni\tsara\tna\tkozo\tti\tlo?,2SG\twant\tSM.say\t1SG.LOG\tdo\tPREP\t3SG\tthing\tREL\tyesterday\t1SG.LOG\tdo\tPREP\tfirst\tof\t3SG,Do you want that I do to him what I did yesterday to his elder?,,,
59-312,59,mbi hunda na ala kwe titene ala sara mbeti ti ala,mbi\thunda\tna\tala\tkwe\ttitene\tala\tsara\tmbeti\tti\tala,1SG\task\tPREP\t2PL\tall\tthat\t2PL\tmake\tpaper\tof\t2PL,I ask you all to write letters.,,,
60-141,60,akanísí te mwána na yé azalákí na ndáko,a-kanís-í\tte\tmwána\tna\tyé\ta-zal-ákí\tna\tndáko,3SG-think-PRS.PRF\tCOMP\tchild\tof\t3SG\t3SG-be-PST\tin\thouse,She thinks that her child was in the house.,,,
60-142,60,akanísí mwána na yé azalákí na ndáko,a-kanís-í\tmwána\tna\tyé\ta-zal-ákí\tna\tndáko,3SG-think-PRS.PRF\tchild\tof\t3SG\t3SG-be-PST\tin\thouse,She thinks her child was in the house.,,,
60-143,60,alingí te mwána na yé áyâ na ndáko,a-ling-í\tte\tmwána\tna\tyé\tá-yá-a\tna\tndáko,3SG-want-PRS.PRF\tCOMP\tchild\tof\t3SG\t3SG.SBJV-come-FV\tto\thouse,She wants her child to come home.,,,
60-144,60,alingí mwána na yé áyâ na ndáko,a-ling-í\tmwána\tna\tyé\tá-yá-a\tna\tndáko,3SG-want-PRS.PRF\tchild\tof\t3SG\t3SG.SBJV-come-FV\tto\thouse,She wants her child to come home.,,,
61-106,61,Mina kabanga yena khona lapha khaya.,Mina\tkabanga\tyena\tkhon-a\tlapha\tkhaya.,I\tthink\the\tbe-V\tLOC.PREP\thouse,I think he's at home. OR: I think that he is at home.,,,
62-91,62,áatotí    kuhé   mjini,é-áa-toti\tku-he\tmjini,3SG-PST-think\t15-arrive\tin:town,He thinks of going to town.,,,
62-92,62,nitotó  une?á   hú   i?alú,ni-toto\tu-ne-?a\tú\ti?alu,1SG-think\t2SG-FUT-eat\tthis\tsheep,I think you'll eat a sheep.,,,
62-93,62,badáaye	kupata mateso	véedumúye	níháka	i'í,badáaye\tku-pata\tmateso\tv-ée-dumú-ye\tní-há-ka\ti'í,after\t15-get\t6:problems\t2-PST-want-PRF\t1SG:SBJ-OBJ.16-leave\there,"After getting problems, they wanted me to leave here.",,,
63-183,63,ána féker lúga de bi-já wóduru,ána\tféker\tlúga\tde\tbi-já\twóduru,1SG\tthink\tlanguage\tDET\tTAM-come\tdisappear,I think that this language will disappear.,,,
63-184,63,ána ázu íta rúo,ána\tázu\títa\trúo,1SG\twant\t2SG\tgo,I want you to go.,,,
63-185,63,ána féker túrba de wóduru fi móyo íni,ána\tféker\ttúrba\tde\twóduru\tfi\tmóyo\tíni,1SG\tthink\ttomb\tDEF\tdisappear\tin\twater\there,I think that the tomb has disappeared in the water.,,,
63-186,63,ána ázu nyákam íta,ána\tázu\tnyákam\títa,1SG\twant\trob\t2SG,I want to rob you.,,,
64-201,64,ána fíkir ombári obóma ma rúa fi suk,ána\tfíkir\tombári\tobóma\tma\trúa\tfi\tsuk,1SG\tthink\tyesterday\tOboma\tNEG\tgo\tin\tmarket,I think that yesterday Oboma didn’t go to the market.,,,
64-202,64,"kan íta áwuju áset de kelí géni sábi táki, [...]","kan\títa\táwuju\táset\tde\tkelí\tgéni\tsábi\ttáki,\t[...]",if\t2SG\twant\tlion\tDEM.PROX\tlet\tstay\tfriend\tPOSS.2SG\t[...],"If you want the lion to become your friend, [...]",,,
64-203,64,rábuna ma ázu nas biséregu,rábuna\tma\tázu\tnas\tbi=séregu,God\tNEG\twant\tpeople\tIRR=steal,God does not want people to steal.,,,
64-204,64,fi nas bifékir hája de kwes,fi\tnas\tbi=fékir\thája\tde\tkwes,EXIST\tpeople\tIRR=think\tthing\tDEM.PROX\tgood,There are people who think that it is good.,,,
