pk,jsondata,id,description,markup_description,language_pk,parameter_pk,contribution_pk,source,version
13859,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",71-115,"The value is 'Intermediate' because the corpus does not include a reference to smelling. The lexifier, however, distinguishes smelling from hearing via the verb honi 'smell', which only occurs in the corpus in the sense of 'kiss' (likely due to an accidental lexical gap). The same word covering both kissing and smelling is due to the Polynesian custom of greeting by reciprocally pressing noses together while inhaling. It is in a reference to this custom that the word in its reduplicated form occurs first in the data, in an attestation from the early contact period (in the late 1700s).","The value is 'Intermediate' because the corpus does not include a reference to smelling. The lexifier, however, distinguishes smelling from hearing via the verb <span style=""font-style: italic;"">honi</span> 'smell', which only occurs in the corpus in the sense of 'kiss' (likely due to an accidental lexical gap). The same word covering both kissing and smelling is due to the Polynesian custom of greeting by reciprocally pressing noses together while inhaling. It is in a reference to this custom that the word in its reduplicated form occurs first in the data, in an attestation from the early contact period (in the late 1700s).",71,116,71,Own data,1
13860,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF7F00.png""}",71-116,"In the lexifier, the terms for 'green' (as in vegetation) are 'ōma'oma'o, ma'oma'o, ma'o, and uliuli. There is no exact equivalent to English 'blue' but the most common term is uli and uliuli. There is thus overlap in the case of the lexifier. Unfortunately, uli/uliuli does not occur in the corpus, so it is difficult to assess this feature.","In the lexifier, the terms for 'green' (as in vegetation) are <span style=""font-style: italic;"">'ōma'oma'o, ma'oma'o, ma'o</span>, and <span style=""font-style: italic;"">uliuli</span>. There is no exact equivalent to English 'blue' but the most common term is <span style=""font-style: italic;"">uli</span> and <span style=""font-style: italic;"">uliuli</span>. There is thus overlap in the case of the lexifier. Unfortunately,<span style=""font-style: italic;""> uli/uliuli </span>does not occur in the corpus, so it is difficult to assess this feature.",71,117,71,Own data,1
13861,"{""_number_of_values"": 1, ""icon"": ""pie-100-0000FF.png""}",71-117,The postposing agrees with the general order of nominal adjectives in Hawaiian and Pidgin Hawaiian.,The postposing agrees with the general order of nominal adjectives in Hawaiian and Pidgin Hawaiian.,71,118,71,Own data,1
13862,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFF00.png""}",71-118,"In Example 202, the moderately complex onset in English bran, when borrowed into the lexifier and, in turn, in the pidgin, results in the simple palani. All examples supplied for Pidgin Hawaiian similarly show a lack of complex syllable onsets.","In Example 202, the moderately complex onset in English <span style=""font-style: italic;"">bran</span>, when borrowed into the lexifier and, in turn, in the pidgin, results in the simple <span style=""font-style: italic;"">palani</span>. All examples supplied for Pidgin Hawaiian similarly show a lack of complex syllable onsets.",71,119,71,Own data,1
13863,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFF00.png""}",71-119,"In Example 203, balota adds a vowel after the final coda of English ballot. In Example 204, hamabuga adds two vowels after the two syllable codas of English humbug. All other examples given herein show a general absence of syllable final codas.","In Example 203, <span style=""font-style: italic;"">balota</span> adds a vowel after the final coda of English <span style=""font-style: italic;"">ballot</span>. In Example 204, <span style=""font-style: italic;"">hamabuga</span> adds two vowels after the two syllable codas of English <span style=""font-style: italic;"">humbug</span>. All other examples given herein show a general absence of syllable final codas.",71,120,71,Own data,1
13865,"{""wals_value_number"": 7, ""icon"": ""pie-50-FF0000-50-0000FF.png""}",70-1,"SOV and SVO are in free variation, but SOV is used more frequently by Indo-Fijian speakers (reflecting the SOV ordering of Fiji Hindi).","SOV and SVO are in free variation, but SOV is used more frequently by Indo-Fijian speakers (reflecting the SOV ordering of Fiji Hindi).",70,2,70,,1
13866,"{""wals_value_number"": 1, ""icon"": ""pie-100-0000FF.png""}",70-2,,,70,3,70,Own knowledge,1
13867,"{""wals_value_number"": 1, ""icon"": ""pie-100-FFFF00.png""}",70-3,,,70,4,70,Own knowledge,1
13919,"{""wals_value_number"": 1, ""icon"": ""pie-100-0000FF.png""}",70-56,,,70,57,70,Own knowledge,1
13882,"{""wals_value_number"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-18,The pronouns used to indicate politeness in Fiji Hindi (ap 2SG and ap log 2PL) are not found in Pidgin Hindustani.,"The pronouns used to indicate politeness in Fiji Hindi (<span style=""font-style: italic;"">ap</span> 2SG and <span style=""font-style: italic;"">ap log</span> 2PL) are not found in Pidgin Hindustani.",70,19,70,Own knowledge,1
13883,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFF00.png""}",70-19,,,70,20,70,Own knowledge,1
13884,"{""_number_of_values"": 2, ""icon"": ""pie-30-0000FF-70-FFFFFF.png""}",70-20,"Conjunction may be expressed by an overt marker aur, or by juxtaposition.","Conjunction may be expressed by an overt marker <span style=""font-style: italic;"">aur</span>, or by juxtaposition.",70,21,70,Own knowledge,1
13885,"{""wals_value_number"": 3, ""icon"": ""pie-100-000000.png""}",70-21,"Koi or koikoi means both 'something' and 'somebody' and can be used before a noun to mean 'some, a (indefinite)' - e.g. Koi gora awe? 'Is a horse coming?'

Koi ciz [some thing] is also used for 'something'.","<span style=""font-style: italic;"">Koi</span> or <span style=""font-style: italic;"">koikoi</span> means both 'something' and 'somebody' and can be used before a noun to mean 'some, a (indefinite)' - e.g. <span style=""font-style: italic;"">Koi gora awe</span>? 'Is a horse coming?'

<span style=""font-style: italic;"">Koi ciz</span> [some thing] is also used for 'something'.",70,22,70,Own knowledge,1
13886,"{""wals_value_number"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-22,,,70,23,70,Own knowledge,1
13932,"{""wals_value_number"": 2, ""icon"": ""pie-100-FF0000.png""}",70-70,,,70,71,70,Own knowledge,1
13887,"{""wals_value_number"": 9, ""icon"": ""pie-100-FFFFFF.png""}",70-23,"Nouns are not marked for plural. For personal pronouns, log or loŋ 'people' is used as a plural marker: ham [1SG], ham-loŋ [1PL].","Nouns are not marked for plural. For personal pronouns, <span style=""font-style: italic;"">log</span> or <span style=""font-style: italic;"">loŋ</span> 'people' is used as a plural marker: <span style=""font-style: italic;"">ham</span> [1SG], <span style=""font-style: italic;"">ham-loŋ</span> [1PL].",70,24,70,Own knowledge,1
13888,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-24,,,70,25,70,Own knowledge,1
13889,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-25,,,70,26,70,Own knowledge,1
13890,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFF00.png""}",70-26,,,70,27,70,Own knowledge,1
13891,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-27,,,70,28,70,Own knowledge,1
13892,"{""wals_value_number"": 5, ""icon"": ""pie-100-FFFFFF.png""}",70-28,,,70,29,70,Own knowledge,1
13893,"{""wals_value_number"": 5, ""icon"": ""pie-100-FFFFFF.png""}",70-29,,,70,30,70,Own knowledge,1
13894,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-30,,,70,31,70,Own knowledge,1
13895,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-31,,,70,32,70,Own knowledge,1
13896,"{""wals_value_number"": 1, ""icon"": ""pie-100-FFFF00.png""}",70-32,,,70,33,70,Own knowledge,1
13897,"{""wals_value_number"": 2, ""icon"": ""pie-100-FFFF00.png""}",70-33,,,70,34,70,Own knowledge,1
13898,"{""wals_value_number"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-34,,,70,35,70,Own knowledge,1
13899,"{""wals_value_number"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-35,The exception is the adverb festaim 'the first time'.,"The exception is the adverb <span style=""font-style: italic;"">festaim</span> 'the first time'.",70,36,70,Own knowledge,1
13900,"{""wals_value_number"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-36,,,70,37,70,Own knowledge,1
13901,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",70-37,,,70,38,70,Own knowledge,1
13902,"{""wals_value_number"": 2, ""icon"": ""pie-100-0000FF.png""}",70-38,,,70,39,70,Own knowledge,1
13903,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFF00.png""}",70-39,,,70,40,70,Own knowledge,1
13904,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-40,,,70,41,70,Own knowledge,1
13905,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-41,,,70,42,70,Own knowledge,1
13906,"{""wals_value_number"": 1, ""icon"": ""pie-100-0000FF.png""}",70-42,,,70,43,70,Own knowledge,1
13907,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-43,,,70,44,70,Own knowledge,1
13908,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-44,,,70,45,70,Own knowledge,1
13909,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-45,,,70,46,70,Own knowledge,1
13910,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-46,,,70,47,70,Own knowledge,1
13911,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-47,,,70,48,70,Own knowledge,1
13912,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-48,,,70,49,70,Own knowledge,1
13913,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-49,No TA system. Tense and aspect are interpretable by situational context or referred to with adverbs.,No TA system. Tense and aspect are interpretable by situational context or referred to with adverbs.,70,50,70,Own knowledge,1
13964,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-110,,,70,111,70,Own knowledge,1
13915,"{""_number_of_values"": 1, ""icon"": ""pie-100-000000.png""}",70-52,There are no aspect markers.,There are no aspect markers.,70,53,70,Own knowledge,1
13916,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-53,There is no aspect marking in the language.,There is no aspect marking in the language.,70,54,70,Own knowledge,1
13917,"{""wals_value_number"": 4, ""icon"": ""pie-100-FFFFFF.png""}",70-54,,,70,55,70,Own knowledge,1
13918,"{""_number_of_values"": 1, ""icon"": ""pie-100-0000FF.png""}",70-55,,,70,56,70,Own knowledge,1
13920,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-57,,,70,58,70,Own knowledge,1
13921,"{""wals_value_number"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-58,,,70,59,70,Own knowledge,1
13922,"{""wals_value_number"": 2, ""icon"": ""pie-100-0000FF.png""}",70-59,,,70,60,70,Own knowledge,1
13923,"{""wals_value_number"": 4, ""icon"": ""pie-50-0000FF-50-FF0000.png""}",70-60,,,70,61,70,Own knowledge,1
13924,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",70-61,,,70,62,70,Own knowledge,1
13925,"{""wals_value_number"": 1, ""icon"": ""pie-100-FF0000.png""}",70-62,,,70,63,70,Own knowledge,1
13926,"{""_number_of_values"": 1, ""icon"": ""pie-100-0000FF.png""}",70-64,,,70,65,70,Own knowledge,1
13927,"{""_number_of_values"": 1, ""icon"": ""pie-100-0000FF.png""}",70-65,,,70,66,70,Own knowledge,1
13928,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFF00.png""}",70-66,,,70,67,70,Own knowledge,1
13929,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",70-67,,,70,68,70,Own knowledge,1
